__time,/vrpn_client_node/turtlebot7/pose/header/stamp,/vrpn_client_node/turtlebot7/pose/pose/orientation/pitch_deg,/vrpn_client_node/turtlebot7/pose/pose/orientation/roll_deg,/vrpn_client_node/turtlebot7/pose/pose/orientation/w,/vrpn_client_node/turtlebot7/pose/pose/orientation/x,/vrpn_client_node/turtlebot7/pose/pose/orientation/y,/vrpn_client_node/turtlebot7/pose/pose/orientation/yaw_deg,/vrpn_client_node/turtlebot7/pose/pose/orientation/z,/vrpn_client_node/turtlebot7/pose/pose/position/x,/vrpn_client_node/turtlebot7/pose/pose/position/y,/vrpn_client_node/turtlebot7/pose/pose/position/z
1690687396.799908,1689261896.164263,2.234874,0.453759,-0.104638,0.018981,-0.005977,167.993859,-0.994311,3.466344,5.950242,0.180932
1690687396.800562,1689261896.164319,2.231491,0.446411,-0.104583,0.018958,-0.005909,168.000089,-0.994318,3.466342,5.950241,0.180941
1690687396.816078,1689261896.180810,2.233377,0.438932,-0.104579,0.018981,-0.005846,168.000355,-0.994318,3.466338,5.950243,0.180939
1690687396.825194,1689261896.189425,2.236968,0.448875,-0.104654,0.019003,-0.005937,167.991891,-0.994309,3.466350,5.950258,0.180930
1690687396.832732,1689261896.197554,2.234536,0.444967,-0.104565,0.018986,-0.005899,168.002072,-0.994319,3.466339,5.950257,0.180939
1690687396.841324,1689261896.206125,2.232843,0.447052,-0.104594,0.018969,-0.005916,167.998753,-0.994316,3.466335,5.950249,0.180941
1690687396.858693,1689261896.222682,2.238300,0.450495,-0.104706,0.019013,-0.005953,167.985996,-0.994304,3.466332,5.950243,0.180946
1690687396.866397,1689261896.230880,2.241151,0.446704,-0.104658,0.019041,-0.005922,167.991416,-0.994308,3.466333,5.950238,0.180942
1690687396.874865,1689261896.239107,2.233910,0.435001,-0.104582,0.018990,-0.005812,167.999921,-0.994318,3.466324,5.950235,0.180939
1690687396.883039,1689261896.247768,2.237692,0.446762,-0.104667,0.019011,-0.005919,167.990318,-0.994308,3.466323,5.950233,0.180930
1690687396.892097,1689261896.256383,2.233515,0.443802,-0.104600,0.018978,-0.005889,167.998001,-0.994316,3.466335,5.950234,0.180946
1690687396.908208,1689261896.272610,2.235176,0.449944,-0.104668,0.018987,-0.005945,167.990325,-0.994308,3.466338,5.950238,0.180929
1690687396.916581,1689261896.281095,2.228537,0.445566,-0.104681,0.018933,-0.005901,167.988739,-0.994308,3.466336,5.950246,0.180940
1690687396.924784,1689261896.289415,2.234222,0.447783,-0.104698,0.018980,-0.005926,167.986814,-0.994305,3.466346,5.950246,0.180936
1690687396.933777,1689261896.297547,2.229998,0.449683,-0.104617,0.018942,-0.005937,167.996225,-0.994315,3.466334,5.950253,0.180949
1690687396.940989,1689261896.305790,2.231598,0.446835,-0.104677,0.018958,-0.005915,167.989221,-0.994308,3.466340,5.950242,0.180948
1690687397.056667,1689261896.322637,2.230903,0.450463,-0.104650,0.018949,-0.005945,167.992394,-0.994311,3.466337,5.950246,0.180944
1690687397.058374,1689261896.339134,2.239588,0.449939,-0.104651,0.019025,-0.005948,167.992314,-0.994309,3.466331,5.950232,0.180948
1690687397.058430,1689261896.347537,2.240367,0.450729,-0.104747,0.019030,-0.005958,167.981259,-0.994299,3.466335,5.950233,0.180947
1690687397.058459,1689261896.355900,2.241920,0.438512,-0.104651,0.019056,-0.005851,167.992011,-0.994309,3.466334,5.950222,0.180950
1690687397.058492,1689261896.364350,2.232104,0.448484,-0.104728,0.018961,-0.005930,167.983396,-0.994302,3.466340,5.950222,0.180930
1690687397.058542,1689261896.381089,2.237228,0.436731,-0.104615,0.019017,-0.005831,167.996196,-0.994314,3.466325,5.950222,0.180950
1690687397.058619,1689261896.397557,2.232384,0.451279,-0.104654,0.018961,-0.005953,167.991980,-0.994310,3.466345,5.950238,0.180935
1690687397.058669,1689261896.406091,2.230698,0.448834,-0.104585,0.018949,-0.005929,167.999822,-0.994318,3.466337,5.950245,0.180934
1690687397.059255,1689261896.423027,2.231893,0.444663,-0.104623,0.018963,-0.005895,167.995444,-0.994314,3.466331,5.950244,0.180929
1690687397.066358,1689261896.430832,2.227635,0.455948,-0.104689,0.018915,-0.005990,167.987952,-0.994307,3.466347,5.950251,0.180923
1690687397.074575,1689261896.439170,2.235016,0.452257,-0.104616,0.018983,-0.005964,167.996340,-0.994314,3.466346,5.950251,0.180930
1690687397.082994,1689261896.447524,2.235309,0.440159,-0.104577,0.018997,-0.005858,168.000662,-0.994318,3.466321,5.950253,0.180930
1690687397.091161,1689261896.455833,2.240590,0.452730,-0.104672,0.019031,-0.005974,167.989862,-0.994307,3.466341,5.950241,0.180934
1690687397.108266,1689261896.472833,2.242276,0.449251,-0.104693,0.019049,-0.005946,167.987392,-0.994304,3.466328,5.950243,0.180955
1690687397.117824,1689261896.481102,2.242227,0.445626,-0.104618,0.019052,-0.005913,167.996018,-0.994312,3.466331,5.950237,0.180936
1690687397.124378,1689261896.489122,2.234976,0.451500,-0.104737,0.018983,-0.005959,167.982422,-0.994301,3.466329,5.950226,0.180937
1690687397.133412,1689261896.497738,2.235042,0.451121,-0.104791,0.018984,-0.005957,167.976103,-0.994295,3.466330,5.950213,0.180931
1690687397.141348,1689261896.505864,2.229497,0.442462,-0.104654,0.018944,-0.005874,167.991774,-0.994311,3.466322,5.950229,0.180951
1690687397.149919,1689261896.514525,2.234648,0.447115,-0.104689,0.018984,-0.005920,167.987826,-0.994306,3.466333,5.950230,0.180935
1690687397.166647,1689261896.531058,2.229332,0.438935,-0.104548,0.018947,-0.005841,168.003941,-0.994322,3.466335,5.950241,0.180950
1690687397.175282,1689261896.539787,2.238637,0.455227,-0.104640,0.019012,-0.005993,167.993653,-0.994310,3.466338,5.950242,0.180936
1690687397.183049,1689261896.547513,2.232322,0.447423,-0.104641,0.018964,-0.005920,167.993410,-0.994312,3.466334,5.950237,0.180930
1690687397.191522,1689261896.555920,2.230568,0.445550,-0.104578,0.018951,-0.005901,168.000559,-0.994319,3.466337,5.950254,0.180936
1690687397.208374,1689261896.572759,2.239025,0.451389,-0.104661,0.019019,-0.005960,167.991198,-0.994308,3.466332,5.950242,0.180929
1690687397.215824,1689261896.580821,2.234166,0.442554,-0.104649,0.018985,-0.005879,167.992403,-0.994311,3.466324,5.950242,0.180930
1690687397.224440,1689261896.589205,2.238823,0.449404,-0.104556,0.019019,-0.005941,168.003228,-0.994319,3.466344,5.950234,0.180935
1690687397.289130,1689261896.597754,2.241618,0.434670,-0.104582,0.019057,-0.005816,167.999992,-0.994317,3.466317,5.950226,0.180935
1690687397.308749,1689261896.622550,2.237914,0.444723,-0.104622,0.019015,-0.005901,167.995548,-0.994313,3.466320,5.950220,0.180941
1690687397.308842,1689261896.639423,2.238805,0.441735,-0.104571,0.019026,-0.005875,168.001368,-0.994318,3.466328,5.950230,0.180942
1690687397.308924,1689261896.647460,2.228991,0.449973,-0.104614,0.018933,-0.005938,167.996570,-0.994315,3.466338,5.950235,0.180949
1690687397.309766,1689261896.656174,2.236376,0.446615,-0.104615,0.019000,-0.005916,167.996312,-0.994314,3.466324,5.950233,0.180936
1690687397.309805,1689261896.672640,2.237400,0.452235,-0.104659,0.019004,-0.005966,167.991347,-0.994309,3.466332,5.950247,0.180941
1690687397.316636,1689261896.680949,2.234920,0.445265,-0.104618,0.018989,-0.005903,167.995932,-0.994314,3.466333,5.950243,0.180942
1690687397.325181,1689261896.689420,2.237746,0.455891,-0.104643,0.019004,-0.005998,167.993365,-0.994310,3.466335,5.950242,0.180939
1690687397.333775,1689261896.697864,2.236857,0.443432,-0.104627,0.019007,-0.005889,167.994938,-0.994312,3.466345,5.950250,0.180945
1690687397.341341,1689261896.705794,2.238239,0.438286,-0.104610,0.019024,-0.005845,167.996769,-0.994314,3.466331,5.950243,0.180943
1690687397.358423,1689261896.722630,2.241367,0.450497,-0.104711,0.019039,-0.005956,167.985335,-0.994303,3.466333,5.950233,0.180935
1690687397.366841,1689261896.731111,2.235467,0.439757,-0.104685,0.018998,-0.005857,167.988185,-0.994307,3.466318,5.950222,0.180955
1690687397.374503,1689261896.739140,2.236077,0.445008,-0.104668,0.018999,-0.005903,167.990231,-0.994308,3.466329,5.950219,0.180936
1690687397.383454,1689261896.747799,2.237367,0.438666,-0.104638,0.019016,-0.005848,167.993513,-0.994311,3.466325,5.950221,0.180935
1690687397.399745,1689261896.764277,2.234858,0.446355,-0.104585,0.018988,-0.005912,167.999776,-0.994317,3.466335,5.950231,0.180937
1690687397.416584,1689261896.781089,2.234426,0.444286,-0.104607,0.018986,-0.005894,167.997242,-0.994315,3.466331,5.950236,0.180945
1690687397.424749,1689261896.789430,2.232889,0.449716,-0.104636,0.018967,-0.005940,167.993944,-0.994312,3.466335,5.950242,0.180928
1690687397.432663,1689261896.797496,2.232688,0.444920,-0.104645,0.018970,-0.005898,167.992853,-0.994311,3.466326,5.950235,0.180936
1690687397.441669,1689261896.805848,2.234306,0.447822,-0.104624,0.018981,-0.005925,167.995391,-0.994313,3.466325,5.950243,0.180937
1690687397.458135,1689261896.822647,2.243875,0.441019,-0.104542,0.019071,-0.005873,168.004733,-0.994320,3.466332,5.950236,0.180934
1690687397.466680,1689261896.831089,2.242534,0.440251,-0.104605,0.019060,-0.005866,167.997411,-0.994314,3.466321,5.950231,0.180934
1690687397.475106,1689261896.839531,2.237864,0.455336,-0.104681,0.019005,-0.005994,167.988910,-0.994306,3.466333,5.950237,0.180944
1690687397.483296,1689261896.847754,2.237498,0.443778,-0.104553,0.019013,-0.005891,168.003414,-0.994320,3.466331,5.950229,0.180938
1690687397.491616,1689261896.856109,2.241083,0.449477,-0.104672,0.019038,-0.005946,167.989887,-0.994307,3.466336,5.950220,0.180921
1690687397.508331,1689261896.872750,2.234865,0.443823,-0.104754,0.018989,-0.005893,167.980318,-0.994299,3.466328,5.950217,0.180926
1690687397.516843,1689261896.881126,2.237979,0.443577,-0.104692,0.019016,-0.005892,167.987380,-0.994305,3.466324,5.950216,0.180929
1690687397.524776,1689261896.889197,2.237069,0.445296,-0.104658,0.019007,-0.005906,167.991342,-0.994309,3.466323,5.950223,0.180933
1690687397.533364,1689261896.897656,2.233592,0.436093,-0.104609,0.018986,-0.005822,167.996894,-0.994315,3.466327,5.950224,0.180943
1690687397.541887,1689261896.906104,2.236299,0.444004,-0.104519,0.019003,-0.005891,168.007421,-0.994324,3.466343,5.950240,0.180935
1690687397.558364,1689261896.923048,2.228864,0.446171,-0.104651,0.018935,-0.005906,167.992235,-0.994311,3.466339,5.950233,0.180942
1690687397.566794,1689261896.931219,2.232602,0.453381,-0.104641,0.018961,-0.005972,167.993517,-0.994311,3.466328,5.950254,0.180947
1690687397.574871,1689261896.939399,2.240626,0.448198,-0.104674,0.019035,-0.005935,167.989645,-0.994307,3.466339,5.950236,0.180938
1690687397.583036,1689261896.947556,2.239147,0.449560,-0.104697,0.019021,-0.005945,167.986923,-0.994304,3.466327,5.950243,0.180934
1690687397.590859,1689261896.955804,2.244609,0.450716,-0.104711,0.019067,-0.005961,167.985362,-0.994302,3.466337,5.950244,0.180942
1690687397.599574,1689261896.964216,2.239725,0.450400,-0.104771,0.019025,-0.005955,167.978469,-0.994297,3.466328,5.950225,0.180936
1690687397.616343,1689261896.981058,2.241534,0.448119,-0.104647,0.019043,-0.005934,167.992753,-0.994309,3.466343,5.950224,0.180929
1690687397.624522,1689261896.989236,2.236055,0.442764,-0.104666,0.019001,-0.005883,167.990420,-0.994309,3.466331,5.950220,0.180926
1690687397.632961,1689261896.997753,2.237831,0.440580,-0.104632,0.019018,-0.005865,167.994246,-0.994312,3.466328,5.950232,0.180941
1690687397.649680,1689261897.014386,2.235087,0.448726,-0.104775,0.018986,-0.005936,167.977976,-0.994297,3.466338,5.950224,0.180936
1690687397.667816,1689261897.031109,2.238288,0.454981,-0.104700,0.019009,-0.005992,167.986683,-0.994304,3.466344,5.950235,0.180938
1690687397.675324,1689261897.039774,2.235856,0.447870,-0.104628,0.018995,-0.005926,167.994929,-0.994312,3.466335,5.950244,0.180941
1690687397.682699,1689261897.047421,2.237941,0.450487,-0.104687,0.019010,-0.005952,167.988163,-0.994306,3.466337,5.950233,0.180926
1690687397.691232,1689261897.055961,2.234633,0.449218,-0.104683,0.018982,-0.005938,167.988524,-0.994307,3.466326,5.950246,0.180922
1690687397.699634,1689261897.064222,2.234104,0.455934,-0.104710,0.018971,-0.005996,167.985636,-0.994304,3.466328,5.950248,0.180923
1690687397.716998,1689261897.080913,2.239460,0.446788,-0.104686,0.019026,-0.005921,167.988175,-0.994306,3.466338,5.950237,0.180919
1690687397.725022,1689261897.089438,2.242310,0.451462,-0.104695,0.019047,-0.005965,167.987245,-0.994304,3.466328,5.950231,0.180936
1690687397.733290,1689261897.097550,2.245828,0.447004,-0.104719,0.019081,-0.005930,167.984446,-0.994301,3.466324,5.950217,0.180932
1690687397.741692,1689261897.106172,2.244914,0.447024,-0.104692,0.019074,-0.005929,167.987539,-0.994304,3.466333,5.950231,0.180933
1690687397.758090,1689261897.122541,2.244895,0.440193,-0.104700,0.019080,-0.005869,167.986442,-0.994304,3.466313,5.950218,0.180924
1690687397.766897,1689261897.131223,2.241194,0.445884,-0.104687,0.019042,-0.005915,167.988033,-0.994305,3.466332,5.950223,0.180941
1690687397.775215,1689261897.139197,2.230370,0.443130,-0.104650,0.018951,-0.005881,167.992267,-0.994311,3.466319,5.950219,0.180934
1690687397.782701,1689261897.147438,2.231057,0.452121,-0.104586,0.018949,-0.005958,167.999848,-0.994318,3.466333,5.950237,0.180939
1690687397.800008,1689261897.164577,2.232838,0.441459,-0.104499,0.018975,-0.005866,168.009573,-0.994327,3.466334,5.950245,0.180940
