__time,/vrpn_client_node/turtlebot7/pose/header/stamp,/vrpn_client_node/turtlebot7/pose/pose/orientation/pitch_deg,/vrpn_client_node/turtlebot7/pose/pose/orientation/roll_deg,/vrpn_client_node/turtlebot7/pose/pose/orientation/w,/vrpn_client_node/turtlebot7/pose/pose/orientation/x,/vrpn_client_node/turtlebot7/pose/pose/orientation/y,/vrpn_client_node/turtlebot7/pose/pose/orientation/yaw_deg,/vrpn_client_node/turtlebot7/pose/pose/orientation/z,/vrpn_client_node/turtlebot7/pose/pose/position/x,/vrpn_client_node/turtlebot7/pose/pose/position/y,/vrpn_client_node/turtlebot7/pose/pose/position/z
1690687608.267939,1689262589.922519,1.208517,0.922122,-0.143521,-0.011592,0.006449,-163.485564,0.989558,3.058837,5.933594,0.174546
1690687608.267998,1689262589.930847,1.213700,0.920865,-0.143524,-0.011635,0.006431,-163.485180,0.989558,3.058840,5.933592,0.174543
1690687608.268038,1689262589.947489,1.211947,0.923390,-0.143482,-0.011623,0.006456,-163.490011,0.989564,3.058838,5.933578,0.174549
1690687608.268137,1689262589.956060,1.194543,0.910558,-0.143545,-0.011457,0.006366,-163.483057,0.989557,3.058850,5.933579,0.174539
1690687608.271975,1689262589.964401,1.208233,0.918111,-0.143498,-0.011584,0.006415,-163.488273,0.989562,3.058835,5.933593,0.174559
1690687608.280033,1689262589.972519,1.208460,0.917724,-0.143541,-0.011586,0.006410,-163.483232,0.989556,3.058841,5.933600,0.174568
1690687608.288581,1689262589.981066,1.204127,0.913969,-0.143539,-0.011544,0.006383,-163.483556,0.989557,3.058836,5.933593,0.174562
1690687608.305732,1689262589.997674,1.206306,0.924877,-0.143503,-0.011576,0.006475,-163.487578,0.989561,3.058847,5.933595,0.174557
1690687608.312994,1689262590.005767,1.210446,0.907487,-0.143757,-0.011592,0.006317,-163.458329,0.989525,3.058852,5.933606,0.174534
1690687608.322045,1689262590.014148,1.206341,0.925943,-0.143578,-0.011578,0.006484,-163.478846,0.989550,3.058840,5.933611,0.174547
1690687608.330426,1689262590.022816,1.196842,0.923178,-0.143554,-0.011493,0.006472,-163.481821,0.989555,3.058836,5.933616,0.174561
1690687608.346779,1689262590.039287,1.209705,0.923675,-0.143532,-0.011604,0.006460,-163.484199,0.989557,3.058832,5.933610,0.174565
1690687608.363758,1689262590.055816,1.208414,0.924038,-0.143538,-0.011594,0.006465,-163.483593,0.989556,3.058836,5.933595,0.174545
